TransactionAmount,TransactionType,Channel,LoginAttempts,AccountBalance,CustomerOccupation,Cluster_DBSCAN
353.59,Credit,Branch,5.0,1822.3400000000001,Retired,-1
55.860000000000014,Debit,Online,1.0,5346.46,Engineer,0
10.769999999999982,Debit,ATM,1.0,10704.95,Doctor,0
95.54999999999998,Debit,Branch,1.0,2434.74,Engineer,0
477.07,Debit,Online,1.0,6568.07,Engineer,0
9.100000000000023,Credit,Online,1.0,2791.45,Retired,0
21.410000000000025,Debit,Online,1.0,658.9099999999999,Doctor,0
278.28,Debit,Branch,1.0,1346.88,Student,0
388.1,Credit,Online,1.0,3022.12,Retired,0
215.39,Debit,ATM,1.0,1582.5500000000002,Student,0
194.37,Debit,ATM,1.0,14395.88,Doctor,0
37.69999999999999,Debit,ATM,1.0,1741.1,Student,0
19.589999999999975,Debit,Branch,1.0,1061.69,Retired,0
81.35,Debit,Online,1.0,7192.45,Engineer,0
314.54,Credit,Branch,1.0,9923.45,Engineer,0
466.64,Debit,ATM,1.0,10915.11,Doctor,0
397.01,Debit,ATM,1.0,719.5200000000004,Student,0
472.48,Debit,Branch,1.0,7128.82,Engineer,0
67.15,Debit,Online,1.0,9028.49,Doctor,0
102.67000000000002,Debit,Branch,1.0,4656.94,Retired,0
460.09,Credit,Online,3.0,6990.64,Doctor,-1
453.49,Debit,Branch,1.0,6366.43,Doctor,0
267.17,Debit,ATM,1.0,1382.62,Student,0
111.25999999999999,Debit,ATM,1.0,14350.11,Doctor,0
121.17000000000002,Debit,ATM,1.0,12990.77,Doctor,0
213.28,Debit,Branch,1.0,4835.91,Retired,0
187.88,Debit,ATM,1.0,2154.58,Engineer,0
471.88,Credit,Online,1.0,14833.34,Doctor,0
83.79000000000002,Debit,ATM,1.0,5061.3,Engineer,0
212.14,Debit,Branch,1.0,7225.06,Retired,0
99.16,Debit,Online,1.0,2607.58,Retired,0
839.3300000000002,Credit,Branch,1.0,11538.97,Doctor,0
29.910000000000025,Credit,Online,3.0,2834.84,Retired,-1
4.240000000000009,Debit,Online,1.0,7822.73,Engineer,0
50.28999999999999,Credit,Online,1.0,7604.9,Doctor,0
135.85,Debit,Online,1.0,1480.3900000000003,Retired,0
368.53,Debit,Branch,1.0,13696.31,Doctor,0
17.94999999999999,Credit,Branch,1.0,12344.9,Doctor,0
127.80000000000001,Credit,Branch,1.0,8630.99,Engineer,0
16.730000000000018,Debit,Online,1.0,2202.62,Engineer,0
317.12,Debit,Branch,1.0,14409.74,Doctor,0
476.63,Debit,ATM,1.0,4894.25,Retired,0
156.58,Debit,Branch,1.0,8981.61,Student,0
55.12000000000003,Credit,Online,1.0,3791.99,Engineer,0
15.740000000000009,Debit,Branch,1.0,690.1599999999999,Student,0
353.68,Debit,Online,1.0,6777.12,Retired,0
297.15,Debit,Online,1.0,5449.37,Retired,0
647.85,Debit,Branch,1.0,13779.97,Doctor,0
75.04000000000002,Debit,ATM,1.0,9648.6,Engineer,0
273.92,Debit,Online,1.0,1029.1499999999996,Student,0
215.8,Credit,Branch,1.0,3656.62,Retired,0
963.77,Debit,ATM,1.0,6710.51,Engineer,0
420.6,Debit,Branch,1.0,1778.75,Student,0
688.36,Credit,Branch,1.0,5191.13,Student,0
285.18,Credit,Branch,1.0,14847.97,Doctor,0
213.55,Debit,ATM,1.0,5238.37,Doctor,0
463.11,Credit,Branch,1.0,10238.82,Doctor,0
150.03,Debit,ATM,1.0,7491.42,Retired,0
428.61,Debit,Branch,1.0,2116.36,Retired,0
309.56,Debit,Online,1.0,972.04,Doctor,0
377.08,Credit,Branch,1.0,6430.86,Student,0
77.25000000000003,Debit,Branch,1.0,14077.97,Doctor,0
146.92,Debit,ATM,1.0,3990.6,Retired,0
126.6,Debit,Branch,1.0,961.6499999999996,Student,0
101.33999999999997,Debit,ATM,1.0,703.2600000000002,Student,0
184.97,Debit,Branch,1.0,1156.67,Doctor,0
451.15,Debit,ATM,1.0,1356.4700000000003,Engineer,0
516.47,Credit,ATM,1.0,1305.06,Student,0
880.04,Debit,ATM,1.0,261.97000000000025,Student,0
353.69,Debit,Online,1.0,9500.79,Engineer,0
66.69000000000003,Credit,Branch,1.0,1210.3300000000004,Student,0
95.75,Debit,Branch,1.0,337.6199999999999,Engineer,0
43.91,Debit,Online,1.0,1806.6800000000003,Student,0
98.03,Debit,Branch,1.0,6323.45,Engineer,0
617.66,Debit,ATM,1.0,7155.95,Engineer,0
888.5700000000002,Debit,Online,1.0,7896.14,Retired,0
107.48000000000002,Debit,Branch,1.0,591.2299999999996,Student,0
36.56999999999999,Debit,ATM,1.0,2583.07,Retired,0
575.62,Debit,Online,1.0,234.40999999999985,Doctor,0
84.88999999999999,Debit,ATM,1.0,4735.61,Engineer,0
832.3,Credit,Branch,1.0,6617.52,Retired,0
180.65,Debit,Branch,5.0,816.0100000000002,Student,1
7.759999999999991,Credit,Online,1.0,7393.11,Retired,0
109.30000000000001,Debit,Branch,1.0,13510.11,Doctor,0
230.08,Debit,Online,1.0,4466.1,Retired,0
361.92,Debit,ATM,1.0,7474.31,Retired,0
71.29000000000002,Debit,ATM,2.0,7225.63,Retired,-1
122.44999999999999,Debit,Branch,1.0,7255.49,Doctor,0
642.53,Debit,ATM,1.0,11417.91,Doctor,0
62.860000000000014,Debit,Branch,1.0,1040.4300000000003,Student,0
175.21,Credit,ATM,1.0,6039.04,Doctor,0
168.0,Credit,Branch,1.0,3498.58,Engineer,0
11.45999999999998,Debit,Online,1.0,6628.75,Retired,0
382.07,Credit,Branch,1.0,10156.09,Doctor,0
13.480000000000018,Debit,Online,3.0,521.8800000000001,Student,-1
65.32,Debit,ATM,1.0,9165.02,Student,0
83.07000000000002,Debit,Branch,4.0,6704.76,Engineer,-1
730.1,Credit,Branch,1.0,6384.05,Retired,0
85.31,Debit,ATM,1.0,6095.65,Retired,0
726.61,Debit,ATM,1.0,1008.7600000000002,Student,0
130.4,Debit,Branch,1.0,4381.24,Engineer,0
68.1,Debit,ATM,1.0,1382.8000000000002,Student,0
65.25999999999999,Debit,Branch,1.0,7380.63,Student,0
191.62,Debit,Branch,1.0,1981.67,Doctor,0
212.88,Debit,Online,1.0,7036.72,Doctor,0
88.38,Debit,ATM,1.0,3707.82,Engineer,0
48.77000000000001,Credit,Online,1.0,2040.1599999999999,Engineer,0
289.1,Debit,ATM,1.0,267.52999999999975,Student,0
390.09,Debit,Online,1.0,2617.23,Engineer,0
48.28999999999999,Debit,Online,1.0,8883.4,Engineer,0
333.83,Debit,ATM,1.0,1660.6599999999999,Retired,0
1074.29,Debit,Branch,1.0,2011.6,Retired,0
100.26999999999998,Debit,Online,1.0,4309.9,Retired,0
44.53999999999999,Debit,ATM,1.0,362.39999999999964,Engineer,0
1156.18,Credit,Online,1.0,836.6900000000005,Doctor,0
82.17000000000002,Debit,Branch,1.0,1913.06,Student,0
1045.45,Debit,Online,1.0,563.46,Student,0
447.42,Debit,Online,1.0,6133.22,Engineer,0
590.26,Credit,Branch,1.0,1068.2799999999993,Student,0
192.73,Debit,Branch,1.0,2037.75,Retired,0
146.01,Debit,Online,1.0,221.78999999999996,Student,0
136.05,Debit,Online,3.0,1127.54,Student,-1
11.569999999999993,Credit,Branch,1.0,2061.61,Retired,0
102.34,Debit,Online,1.0,9326.28,Doctor,0
7.819999999999993,Debit,ATM,1.0,2240.49,Engineer,0
79.43,Debit,ATM,1.0,6579.37,Retired,0
386.97,Debit,Branch,1.0,1876.35,Retired,0
51.22,Debit,Branch,1.0,1664.5900000000001,Student,0
256.05,Debit,ATM,1.0,6910.18,Retired,0
7.7900000000000205,Debit,Branch,1.0,1319.85,Doctor,0
233.71,Debit,Branch,1.0,6095.5,Doctor,0
176.37,Debit,Branch,1.0,2420.86,Retired,0
122.63,Debit,Branch,1.0,359.0600000000004,Student,0
86.41,Debit,ATM,1.0,3128.71,Retired,0
21.569999999999993,Debit,ATM,1.0,7587.48,Retired,0
82.67000000000002,Debit,Branch,1.0,290.59000000000015,Student,0
451.35,Credit,Branch,1.0,7707.96,Engineer,0
299.42,Credit,Branch,1.0,4735.41,Retired,0
543.47,Debit,ATM,1.0,6165.03,Student,0
346.76,Credit,Branch,1.0,1637.75,Student,0
47.48000000000002,Debit,Branch,1.0,585.5200000000004,Student,0
64.92000000000002,Debit,Branch,1.0,5481.76,Engineer,0
350.72,Credit,ATM,1.0,1982.9,Student,0
3.8000000000000114,Debit,Online,1.0,5766.96,Doctor,0
22.54000000000002,Debit,Online,1.0,7139.11,Engineer,0
767.14,Credit,Branch,1.0,4732.57,Retired,0
167.47,Debit,ATM,1.0,2293.13,Engineer,0
43.650000000000006,Credit,Branch,1.0,2870.67,Engineer,0
391.08,Debit,Online,1.0,6885.16,Retired,0
390.77,Debit,Online,1.0,5500.56,Doctor,0
508.1600000000001,Debit,ATM,1.0,5609.44,Engineer,0
36.75999999999999,Credit,Online,1.0,1228.9300000000003,Retired,0
332.33,Debit,ATM,1.0,192.6300000000001,Student,0
362.09,Debit,Branch,1.0,6590.28,Engineer,0
42.579999999999984,Debit,Online,1.0,13485.0,Doctor,0
122.35,Credit,Branch,1.0,6472.5,Retired,0
248.66,Debit,Online,1.0,2571.39,Engineer,0
461.25,Credit,Online,1.0,676.1000000000004,Doctor,0
61.77000000000001,Debit,Branch,1.0,12352.2,Doctor,0
268.92,Debit,Branch,1.0,8765.38,Engineer,0
303.97,Debit,Online,5.0,1590.88,Student,1
219.02,Credit,Online,1.0,7375.73,Engineer,0
125.13999999999999,Debit,Branch,1.0,1845.1800000000003,Student,0
47.599999999999994,Debit,Online,1.0,1382.5100000000002,Engineer,0
592.82,Debit,Online,1.0,7508.98,Retired,0
372.5,Debit,ATM,1.0,3901.82,Student,0
4.720000000000027,Debit,Branch,1.0,4792.01,Engineer,0
144.93,Debit,Branch,1.0,6887.52,Engineer,0
316.56,Debit,Online,1.0,8643.51,Engineer,0
9.180000000000007,Debit,Online,1.0,887.3199999999997,Student,0
421.25,Debit,Online,1.0,7174.69,Student,0
185.71000000000004,Debit,Branch,1.0,2679.91,Engineer,0
1432.02,Debit,Branch,1.0,4315.07,Retired,0
26.269999999999982,Credit,Online,1.0,8853.93,Engineer,0
297.03,Debit,Online,1.0,1088.6200000000003,Retired,0
341.67,Debit,Branch,5.0,1442.29,Retired,1
99.51999999999995,Debit,ATM,1.0,3798.09,Engineer,0
881.1000000000001,Debit,Branch,1.0,9951.68,Student,0
139.69,Debit,Online,1.0,9567.94,Engineer,0
42.72,Debit,ATM,1.0,2669.66,Engineer,0
112.72,Debit,Branch,1.0,9630.0,Doctor,0
568.88,Debit,Branch,1.0,1307.8599999999997,Student,0
189.03,Debit,ATM,1.0,1916.46,Student,0
199.8,Debit,ATM,1.0,167.27999999999975,Student,0
189.07999999999998,Debit,Branch,1.0,10790.8,Doctor,0
958.9000000000001,Debit,Branch,1.0,9977.49,Engineer,0
409.59,Debit,Online,1.0,14563.02,Doctor,0
349.34,Credit,ATM,1.0,614.1400000000003,Student,0
283.15,Debit,Online,1.0,603.79,Student,0
151.82,Debit,ATM,1.0,2197.12,Retired,0
438.59,Debit,Online,1.0,8994.39,Engineer,0
590.57,Debit,ATM,1.0,3224.6,Retired,0
63.74000000000004,Debit,Online,1.0,4336.4,Retired,0
77.01999999999998,Credit,Online,1.0,800.8299999999999,Doctor,0
501.15,Debit,Branch,1.0,8821.84,Engineer,0
917.81,Debit,ATM,2.0,3173.17,Retired,-1
8.949999999999989,Debit,Online,1.0,3299.84,Retired,0
173.6,Debit,Online,1.0,421.4399999999996,Student,0
149.40000000000003,Debit,ATM,1.0,1035.2200000000007,Retired,0
388.21,Credit,Branch,1.0,9724.49,Doctor,0
484.3,Credit,Online,3.0,7910.3,Retired,-1
126.04000000000002,Credit,Branch,1.0,6041.69,Retired,0
52.03999999999999,Credit,Branch,1.0,8436.12,Doctor,0
389.7,Credit,Branch,1.0,7125.15,Doctor,0
161.1,Credit,ATM,1.0,239.1199999999999,Student,0
309.77,Credit,Online,1.0,4378.14,Retired,0
838.5700000000002,Debit,ATM,1.0,14576.47,Doctor,0
202.55,Debit,ATM,2.0,701.7299999999996,Student,-1
724.18,Debit,Branch,1.0,10922.78,Doctor,0
124.98000000000002,Debit,ATM,1.0,642.0,Student,0
487.32,Debit,Branch,1.0,7707.96,Doctor,0
635.91,Credit,Branch,1.0,13267.09,Doctor,0
205.65,Debit,Branch,1.0,3582.16,Retired,0
39.410000000000025,Debit,Branch,1.0,921.9099999999999,Student,0
254.0,Debit,Branch,1.0,5788.53,Doctor,0
436.8,Debit,Branch,1.0,4515.43,Engineer,0
224.73,Debit,Branch,1.0,7551.89,Retired,0
752.69,Credit,ATM,1.0,14489.69,Doctor,0
78.5,Credit,Branch,1.0,13991.5,Doctor,0
50.0,Credit,ATM,1.0,185.8699999999999,Doctor,0
132.42,Debit,ATM,1.0,726.3900000000003,Student,0
11.670000000000016,Debit,Branch,1.0,7458.63,Retired,0
83.16,Debit,ATM,1.0,3065.87,Retired,0
149.02,Credit,Branch,1.0,9379.72,Engineer,0
74.26999999999998,Credit,Online,1.0,13696.61,Doctor,0
876.5700000000002,Credit,ATM,1.0,3743.63,Retired,0
615.58,Debit,ATM,1.0,14343.0,Doctor,0
643.03,Credit,Online,1.0,2882.16,Engineer,0
7.949999999999989,Debit,ATM,1.0,5631.2,Retired,0
270.92,Credit,Branch,1.0,4574.43,Retired,0
499.48,Debit,ATM,1.0,1242.62,Student,0
841.5,Credit,Branch,1.0,352.3100000000004,Student,0
138.82000000000002,Debit,Online,1.0,3100.22,Retired,0
231.46,Credit,Branch,1.0,4707.24,Engineer,0
292.08,Debit,ATM,1.0,7950.48,Retired,0
63.97999999999999,Debit,Online,1.0,7954.12,Doctor,0
235.21,Debit,Branch,1.0,5946.61,Doctor,0
201.73,Debit,Online,1.0,6650.71,Engineer,0
161.31,Debit,ATM,1.0,1268.67,Student,0
18.410000000000025,Debit,Branch,1.0,8287.54,Doctor,0
471.75,Credit,Branch,1.0,12948.5,Doctor,0
290.02,Debit,Branch,1.0,4746.71,Engineer,0
48.05000000000001,Debit,Branch,1.0,5334.97,Engineer,0
359.42,Debit,Branch,1.0,1765.4499999999998,Doctor,0
32.910000000000025,Debit,Online,1.0,427.3000000000002,Student,0
3.8000000000000114,Debit,Branch,1.0,6285.39,Retired,0
31.810000000000002,Debit,Online,1.0,1406.6,Retired,0
220.2,Debit,Online,1.0,1075.15,Student,0
476.03,Credit,Branch,1.0,5958.34,Retired,0
141.91,Debit,Branch,1.0,791.9700000000003,Student,0
95.82999999999998,Debit,Online,1.0,1726.4,Student,0
51.150000000000006,Credit,Branch,1.0,8992.25,Engineer,0
1192.2,Credit,Branch,5.0,7816.41,Retired,-1
50.75,Debit,ATM,1.0,8271.47,Doctor,0
185.07,Debit,Branch,1.0,636.4200000000001,Student,0
293.54,Debit,Online,1.0,2290.1,Engineer,0
23.379999999999995,Debit,Branch,1.0,9968.49,Engineer,0
285.26,Debit,ATM,1.0,167.72000000000025,Student,0
129.48,Debit,ATM,1.0,7581.7,Engineer,0
743.03,Debit,ATM,1.0,4111.38,Engineer,0
297.86,Credit,ATM,1.0,1680.1400000000003,Student,0
231.92,Debit,ATM,1.0,5715.08,Doctor,0
295.82,Credit,Branch,1.0,5897.73,Engineer,0
302.86,Debit,Online,1.0,5239.24,Doctor,0
81.07999999999998,Debit,ATM,1.0,7788.91,Engineer,0
775.6,Credit,Branch,1.0,3898.64,Retired,0
178.43,Debit,Branch,1.0,1214.9300000000003,Student,0
211.91,Debit,Online,1.0,927.4700000000003,Student,0
17.20999999999998,Debit,Online,1.0,914.1599999999999,Student,0
124.22,Debit,ATM,1.0,9695.04,Student,0
38.370000000000005,Debit,ATM,1.0,8647.04,Doctor,0
269.79,Debit,ATM,1.0,1292.1,Engineer,0
605.42,Debit,ATM,1.0,392.34000000000015,Student,0
11.189999999999998,Debit,ATM,1.0,9877.17,Engineer,0
29.189999999999998,Credit,Branch,1.0,12059.85,Doctor,0
701.7,Credit,Online,1.0,6643.24,Retired,0
862.3400000000001,Debit,Branch,1.0,9903.48,Doctor,0
410.97,Debit,ATM,1.0,151.42000000000007,Student,0
36.96999999999997,Debit,Branch,1.0,2850.92,Engineer,0
137.59,Debit,ATM,1.0,10679.67,Doctor,0
168.11,Credit,Online,1.0,10652.13,Doctor,0
430.98,Debit,Branch,1.0,569.25,Student,0
13.870000000000005,Debit,Branch,1.0,954.8299999999999,Student,0
642.68,Debit,ATM,1.0,1831.1999999999998,Retired,0
175.07,Debit,Online,2.0,9274.64,Engineer,-1
302.82,Debit,ATM,1.0,9384.54,Engineer,0
1647.74,Debit,ATM,1.0,1483.8400000000001,Retired,0
406.81,Debit,Online,1.0,1968.3599999999997,Retired,0
256.3,Debit,Online,1.0,4203.05,Retired,0
80.95999999999998,Credit,Online,1.0,959.9400000000005,Student,0
95.78,Debit,Online,1.0,271.6400000000003,Student,0
379.54,Credit,Branch,1.0,12571.76,Doctor,0
903.19,Debit,Online,1.0,8627.08,Student,0
142.19,Debit,Branch,4.0,524.46,Student,-1
847.45,Debit,Branch,1.0,422.3199999999997,Student,0
295.18,Credit,Branch,1.0,12961.530000000002,Doctor,0
18.45999999999998,Debit,Branch,1.0,6381.6,Retired,0
603.23,Debit,Branch,1.0,117.97999999999956,Student,0
54.5,Credit,Branch,1.0,1715.2200000000003,Retired,0
414.77,Debit,Online,1.0,5599.81,Doctor,0
886.19,Debit,Branch,1.0,7904.24,Retired,0
440.03,Debit,Online,1.0,1490.44,Engineer,0
35.45999999999998,Debit,ATM,1.0,1532.7200000000003,Retired,0
76.38999999999996,Debit,Branch,1.0,5976.0,Student,0
595.91,Credit,ATM,1.0,1673.7600000000002,Student,0
6.029999999999973,Debit,Branch,1.0,3290.72,Retired,0
249.34,Debit,ATM,1.0,3030.97,Engineer,0
421.52,Debit,Branch,1.0,369.8599999999997,Student,0
189.77,Debit,Branch,1.0,6570.36,Engineer,0
73.19,Debit,Branch,1.0,2264.98,Retired,0
188.13,Credit,Online,1.0,5029.87,Retired,0
30.519999999999982,Debit,Branch,1.0,12327.74,Doctor,0
1235.69,Credit,Branch,1.0,420.25,Student,0
1159.39,Debit,Online,1.0,6499.53,Doctor,0
170.24,Debit,Branch,1.0,5172.99,Retired,0
56.620000000000005,Debit,Branch,1.0,8981.1,Doctor,0
53.139999999999986,Debit,ATM,1.0,7915.0,Doctor,0
587.23,Debit,Online,1.0,500.84000000000015,Student,0
146.15,Debit,Branch,1.0,13784.4,Doctor,0
21.269999999999982,Credit,Online,1.0,7392.79,Retired,0
1397.59,Credit,ATM,1.0,1134.7900000000004,Student,0
76.01999999999998,Credit,Online,1.0,14765.41,Doctor,0
170.19,Credit,Branch,5.0,745.8699999999999,Student,1
155.51,Debit,ATM,1.0,5360.19,Doctor,0
135.15,Debit,Online,1.0,5878.14,Retired,0
39.48000000000002,Debit,ATM,1.0,5889.51,Retired,0
451.68,Debit,Online,1.0,4381.54,Engineer,0
19.110000000000014,Credit,Online,1.0,8478.46,Engineer,0
355.0,Credit,Online,1.0,185.47000000000025,Student,0
427.69,Debit,ATM,1.0,2443.54,Engineer,0
254.86,Debit,Branch,1.0,699.8999999999996,Student,0
19.480000000000018,Debit,ATM,1.0,4739.59,Engineer,0
190.17,Debit,ATM,1.0,12893.85,Doctor,0
91.38,Debit,ATM,1.0,2402.58,Retired,0
206.63,Credit,Online,1.0,7626.53,Retired,0
93.22,Debit,Online,1.0,1014.6300000000001,Retired,0
547.98,Debit,ATM,1.0,1358.54,Student,0
641.06,Debit,ATM,1.0,1602.13,Student,0
314.55,Credit,Branch,2.0,1105.8900000000008,Student,-1
836.45,Debit,Online,1.0,1731.8900000000003,Retired,0
1095.09,Debit,ATM,1.0,8692.47,Engineer,0
189.45,Credit,Branch,1.0,12578.75,Doctor,0
91.84,Credit,Branch,1.0,1712.4099999999999,Retired,0
609.52,Debit,ATM,1.0,3485.03,Retired,0
859.3,Credit,Branch,1.0,1146.7800000000002,Retired,0
100.00999999999999,Debit,ATM,1.0,6393.12,Doctor,0
28.78000000000003,Credit,Online,1.0,680.5500000000002,Doctor,0
111.07999999999998,Debit,Online,1.0,7037.34,Doctor,0
470.96,Credit,Online,2.0,12991.03,Doctor,-1
52.22999999999999,Credit,Branch,1.0,105.01000000000022,Student,0
78.62,Debit,Branch,1.0,1360.85,Doctor,0
47.78999999999999,Debit,Branch,1.0,1649.92,Student,0
333.97,Debit,Branch,1.0,5237.36,Doctor,0
30.870000000000005,Debit,ATM,1.0,14348.65,Doctor,0
710.43,Debit,Online,1.0,5625.55,Retired,0
220.23,Debit,ATM,1.0,3438.02,Engineer,0
27.28000000000003,Debit,ATM,1.0,10668.24,Doctor,0
101.51999999999998,Debit,ATM,1.0,2018.9,Engineer,0
162.65,Debit,ATM,1.0,9500.95,Engineer,0
10.519999999999982,Debit,ATM,1.0,2472.99,Retired,0
270.72,Debit,Branch,1.0,6522.47,Doctor,0
202.34,Debit,Online,1.0,1223.4499999999998,Student,0
247.58,Debit,ATM,1.0,778.7399999999998,Engineer,0
686.17,Debit,ATM,1.0,2246.15,Retired,0
359.65,Credit,Online,1.0,219.52999999999975,Student,0
109.91,Debit,Branch,1.0,12896.06,Doctor,0
215.72,Credit,Branch,1.0,8697.11,Engineer,0
490.76,Debit,Online,1.0,6414.11,Retired,0
224.28,Debit,Online,1.0,5767.51,Retired,0
614.03,Debit,ATM,1.0,2815.86,Retired,0
608.79,Debit,Online,1.0,2991.17,Engineer,0
186.55,Debit,Branch,1.0,224.64999999999964,Engineer,0
840.1600000000001,Credit,Branch,1.0,1236.7600000000002,Student,0
203.34,Debit,ATM,1.0,13586.99,Doctor,0
90.88,Debit,ATM,1.0,7117.35,Engineer,0
60.110000000000014,Credit,Branch,1.0,7235.87,Retired,0
393.92,Debit,Branch,1.0,7318.64,Retired,0
19.389999999999986,Debit,ATM,1.0,9847.6,Doctor,0
557.41,Credit,Online,1.0,2968.75,Retired,0
57.07000000000002,Credit,Online,1.0,9323.71,Doctor,0
395.27,Credit,Online,1.0,1764.08,Student,0
289.05,Debit,ATM,1.0,5683.49,Retired,0
46.110000000000014,Debit,Online,1.0,5225.73,Doctor,0
335.5,Debit,ATM,1.0,6445.4,Retired,0
388.07,Debit,Online,1.0,289.71000000000004,Student,0
520.86,Credit,Online,1.0,9200.74,Engineer,0
787.41,Debit,Online,1.0,300.8699999999999,Student,0
31.69999999999999,Credit,ATM,1.0,743.8999999999996,Doctor,0
22.30000000000001,Debit,ATM,1.0,1200.35,Student,0
203.12,Debit,ATM,1.0,1562.3900000000003,Retired,0
315.94,Credit,Branch,1.0,7719.71,Doctor,0
192.23,Debit,Online,3.0,2610.67,Engineer,-1
1510.71,Debit,Online,1.0,2060.02,Retired,0
0.2599999999999909,Debit,Online,1.0,1833.67,Student,0
210.77,Debit,ATM,1.0,5396.65,Retired,0
406.65,Debit,ATM,1.0,12995.7,Doctor,0
422.9,Debit,ATM,1.0,7616.43,Engineer,0
20.620000000000005,Credit,ATM,1.0,12500.8,Doctor,0
174.39,Debit,ATM,1.0,1127.0800000000004,Student,0
7.860000000000014,Credit,Branch,1.0,3621.98,Retired,0
61.97999999999996,Debit,Online,1.0,5212.28,Engineer,0
54.849999999999994,Credit,Branch,1.0,2727.45,Retired,0
204.7,Debit,Branch,5.0,5117.03,Doctor,-1
16.55000000000001,Debit,Branch,1.0,6089.79,Engineer,0
91.32,Debit,Branch,1.0,2618.1,Engineer,0
195.49,Debit,ATM,1.0,11988.12,Doctor,0
49.620000000000005,Debit,ATM,1.0,3841.42,Engineer,0
487.16,Credit,Branch,1.0,321.21000000000004,Student,0
405.6,Debit,Online,1.0,9754.73,Engineer,0
512.95,Debit,Branch,1.0,9584.52,Engineer,0
345.94,Debit,ATM,1.0,7624.56,Doctor,0
356.56,Debit,Online,1.0,2485.73,Engineer,0
10.310000000000002,Debit,Online,1.0,2137.9,Engineer,0
211.69,Debit,Branch,1.0,6412.85,Doctor,0
221.49,Credit,Branch,1.0,707.25,Student,0
278.23,Debit,Online,1.0,8300.54,Engineer,0
116.88,Debit,ATM,1.0,7717.34,Doctor,0
328.77,Credit,Online,1.0,6967.03,Doctor,0
77.53,Debit,Branch,1.0,5158.6,Retired,0
421.74,Debit,Online,1.0,12031.14,Doctor,0
313.69,Debit,Branch,1.0,7093.68,Retired,0
411.72,Debit,Branch,1.0,8539.86,Doctor,0
508.73,Debit,Branch,1.0,7640.57,Retired,0
153.08,Debit,ATM,1.0,1292.21,Student,0
23.00999999999999,Debit,Branch,1.0,5958.75,Retired,0
69.28,Debit,Online,1.0,708.7399999999998,Student,0
51.25000000000003,Credit,Branch,1.0,1744.4,Student,0
407.65,Debit,ATM,1.0,273.77999999999975,Student,0
459.25,Debit,Branch,1.0,130.76000000000022,Student,0
301.56,Debit,Branch,1.0,10389.6,Doctor,0
17.670000000000016,Debit,Online,1.0,1048.1800000000003,Doctor,0
5.2900000000000205,Credit,Online,1.0,12896.68,Doctor,0
401.37,Debit,Branch,1.0,8208.54,Engineer,0
145.4,Debit,Online,1.0,5244.49,Engineer,0
556.34,Debit,Online,1.0,11935.14,Doctor,0
34.31,Debit,ATM,1.0,1484.7600000000002,Student,0
780.59,Credit,Online,1.0,6513.34,Student,0
282.65,Debit,ATM,1.0,13801.15,Doctor,0
305.27,Debit,Online,1.0,12958.65,Doctor,0
185.81,Debit,Online,1.0,9588.71,Doctor,0
66.00999999999999,Debit,Online,1.0,3475.99,Engineer,0
447.95,Debit,Branch,1.0,7544.4,Engineer,0
279.3,Debit,ATM,1.0,1193.6099999999992,Student,0
26.75,Debit,Online,1.0,12063.77,Doctor,0
611.15,Debit,ATM,1.0,892.8299999999999,Student,0
275.2,Debit,Online,1.0,1230.12,Engineer,0
427.79,Debit,Branch,1.0,1479.67,Student,0
469.13,Credit,ATM,1.0,1265.2799999999997,Doctor,0
102.81,Debit,Branch,1.0,3228.87,Retired,0
22.610000000000014,Debit,Online,1.0,1111.67,Student,0
68.28,Debit,Online,1.0,3213.16,Engineer,0
33.64999999999998,Credit,Online,1.0,12719.93,Doctor,0
362.68,Credit,ATM,1.0,2040.77,Retired,0
73.23000000000002,Debit,Branch,1.0,1309.85,Student,0
654.49,Credit,Online,1.0,164.60999999999967,Student,0
18.560000000000002,Credit,Branch,1.0,4230.37,Engineer,0
389.05,Debit,ATM,1.0,761.0,Student,0
7.3799999999999955,Debit,Online,1.0,2923.83,Retired,0
109.48000000000002,Debit,Online,1.0,7372.47,Retired,0
66.91,Debit,ATM,1.0,871.1000000000004,Doctor,0
335.48,Debit,Branch,1.0,3023.16,Engineer,0
38.139999999999986,Debit,Online,1.0,1119.21,Student,0
1076.98,Debit,Branch,1.0,11833.73,Doctor,0
360.02,Debit,Online,1.0,6400.59,Retired,0
567.71,Debit,Online,1.0,13884.24,Doctor,0
218.19,Debit,ATM,1.0,620.8299999999999,Student,0
209.99,Debit,ATM,1.0,1938.0100000000002,Student,0
11.019999999999982,Debit,Branch,1.0,964.79,Student,0
83.43,Debit,Online,1.0,1870.1599999999999,Retired,0
344.97,Debit,Online,1.0,5577.94,Doctor,0
172.29000000000002,Debit,ATM,1.0,8700.8,Engineer,0
195.54,Debit,Online,1.0,2794.66,Retired,0
101.23000000000005,Debit,Online,1.0,6169.71,Engineer,0
180.46,Debit,ATM,1.0,831.75,Student,0
692.55,Debit,Branch,1.0,2451.56,Retired,0
147.31,Credit,Online,1.0,13625.52,Doctor,0
107.48000000000002,Debit,Branch,1.0,1379.3900000000003,Student,0
1831.02,Credit,Online,1.0,11498.01,Doctor,-1
81.50999999999999,Debit,Branch,1.0,865.4899999999998,Student,0
365.48,Credit,Online,1.0,7147.4,Retired,0
